Feature00,Feature01,Feature02,Feature03,Feature04,Feature05,Feature06,Feature07,Feature08,Feature09,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Feature21,Feature22,Feature23,Feature24,Feature25,Feature26,Feature27,Feature28,Feature29,Feature30,Feature31,target
19.0,24.0,1.0,2.0,11.0,6.0,13.0,8.0,4.0,3.0,4.0,4.0,10.0,34.0,0.0,4.0,1.0,2.0,43.0,59.0,3.0,13.0,2.0,18.0,1,0,0.0,2.0,8.0,8.0,14.0,0.0,3
23.0,31.0,7.0,2.0,2.0,6.0,15.0,17.0,6.0,3.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,27.0,88.0,1.0,13.0,0.0,19.0,1,1,1.0,1.0,8.0,8.0,14.0,1.0,4
23.0,31.0,7.0,2.0,2.0,6.0,15.0,17.0,6.0,3.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,27.0,88.0,1.0,13.0,0.0,19.0,1,1,1.0,1.0,8.0,8.0,14.0,1.0,3
23.0,31.0,7.0,2.0,2.0,6.0,15.0,17.0,6.0,3.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,27.0,88.0,1.0,13.0,0.0,19.0,1,1,1.0,1.0,8.0,8.0,14.0,1.0,3
23.0,31.0,7.0,2.0,2.0,6.0,15.0,17.0,6.0,3.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,27.0,88.0,1.0,13.0,0.0,19.0,1,1,1.0,1.0,8.0,8.0,14.0,1.0,3
23.0,31.0,3.0,6.0,3.0,6.0,15.0,17.0,4.0,1.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,25.0,34.0,3.0,13.0,2.0,18.0,1,0,2.0,0.0,0.0,7.0,14.0,0.0,2
23.0,31.0,3.0,6.0,9.0,3.0,15.0,17.0,0.0,1.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,24.0,33.0,3.0,13.0,2.0,18.0,1,0,0.0,0.0,2.0,6.0,14.0,0.0,1
23.0,31.0,0.0,2.0,7.0,4.0,15.0,2.0,0.0,0.0,5.0,4.0,45.0,2.0,5.0,4.0,5.0,2.0,23.0,32.0,3.0,13.0,2.0,18.0,0,0,0.0,0.0,2.0,6.0,14.0,0.0,4
23.0,31.0,0.0,1.0,7.0,2.0,15.0,12.0,0.0,0.0,5.0,2.0,45.0,0.0,5.0,5.0,5.0,4.0,47.0,31.0,3.0,13.0,2.0,18.0,0,0,2.0,0.0,0.0,8.0,14.0,0.0,5
23.0,31.0,0.0,1.0,7.0,5.0,15.0,17.0,0.0,0.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,47.0,29.0,3.0,13.0,2.0,18.0,0,0,0.0,0.0,6.0,7.0,2.0,0.0,1
23.0,31.0,0.0,1.0,7.0,5.0,15.0,17.0,0.0,0.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,48.0,28.0,3.0,13.0,2.0,18.0,1,0,2.0,2.0,8.0,8.0,14.0,2.0,1
23.0,31.0,0.0,6.0,7.0,1.0,15.0,17.0,0.0,0.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,44.0,27.0,3.0,13.0,2.0,18.0,0,0,2.0,0.0,8.0,8.0,14.0,2.0,4
23.0,31.0,3.0,5.0,8.0,1.0,15.0,17.0,0.0,0.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,39.0,26.0,3.0,13.0,2.0,18.0,1,0,0.0,0.0,2.0,5.0,14.0,0.0,2
23.0,31.0,3.0,5.0,8.0,1.0,15.0,17.0,0.0,0.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,47.0,25.0,3.0,13.0,2.0,18.0,1,0,0.0,0.0,4.0,7.0,5.0,0.0,4
23.0,31.0,2.0,5.0,11.0,1.0,15.0,17.0,2.0,0.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,21.0,88.0,0.0,13.0,2.0,18.0,0,0,1.0,1.0,8.0,8.0,14.0,1.0,2
23.0,31.0,2.0,5.0,11.0,1.0,15.0,17.0,5.0,0.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,45.0,88.0,2.0,6.0,2.0,20.0,1,1,1.0,1.0,8.0,8.0,14.0,1.0,5
23.0,31.0,2.0,5.0,11.0,1.0,15.0,17.0,5.0,0.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,45.0,88.0,2.0,6.0,2.0,20.0,1,1,1.0,1.0,8.0,8.0,14.0,1.0,5
23.0,31.0,2.0,5.0,11.0,1.0,15.0,17.0,5.0,0.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,45.0,88.0,2.0,6.0,2.0,20.0,1,1,1.0,1.0,8.0,8.0,14.0,1.0,5
23.0,31.0,2.0,5.0,11.0,1.0,15.0,17.0,5.0,0.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,45.0,88.0,2.0,6.0,2.0,20.0,1,1,1.0,1.0,8.0,8.0,14.0,1.0,5
23.0,31.0,2.0,5.0,11.0,1.0,15.0,17.0,5.0,0.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,45.0,88.0,2.0,6.0,2.0,20.0,1,1,1.0,1.0,8.0,8.0,14.0,1.0,5
23.0,31.0,2.0,5.0,11.0,1.0,15.0,17.0,5.0,0.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,45.0,88.0,2.0,6.0,2.0,20.0,1,1,1.0,1.0,8.0,8.0,14.0,1.0,5
23.0,31.0,2.0,5.0,11.0,1.0,15.0,17.0,5.0,0.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,45.0,88.0,2.0,6.0,2.0,20.0,1,1,1.0,1.0,8.0,8.0,14.0,1.0,5
23.0,31.0,2.0,5.0,11.0,1.0,15.0,17.0,5.0,0.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,45.0,88.0,2.0,6.0,2.0,20.0,1,1,1.0,1.0,8.0,8.0,14.0,1.0,5
23.0,31.0,2.0,5.0,11.0,1.0,15.0,17.0,5.0,0.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,45.0,88.0,2.0,6.0,2.0,20.0,1,1,1.0,1.0,8.0,8.0,14.0,1.0,5
23.0,31.0,2.0,5.0,11.0,1.0,15.0,17.0,5.0,0.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,45.0,88.0,2.0,6.0,2.0,20.0,1,1,1.0,1.0,8.0,8.0,14.0,1.0,5
23.0,31.0,3.0,5.0,8.0,1.0,15.0,17.0,0.0,0.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,43.0,21.0,3.0,13.0,2.0,18.0,0,0,2.0,2.0,8.0,8.0,14.0,2.0,2
23.0,31.0,0.0,6.0,7.0,1.0,15.0,17.0,0.0,0.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,18.0,20.0,3.0,13.0,2.0,18.0,1,0,0.0,0.0,2.0,4.0,1.0,0.0,2
23.0,31.0,2.0,1.0,11.0,2.0,15.0,17.0,5.0,0.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,17.0,88.0,2.0,4.0,2.0,4.0,1,0,1.0,1.0,8.0,8.0,14.0,1.0,5
23.0,31.0,2.0,2.0,11.0,4.0,15.0,17.0,5.0,0.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,34.0,88.0,2.0,9.0,2.0,3.0,1,1,1.0,1.0,8.0,8.0,14.0,1.0,1
23.0,31.0,2.0,2.0,11.0,4.0,15.0,17.0,5.0,0.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,34.0,88.0,2.0,9.0,2.0,3.0,1,1,1.0,1.0,8.0,8.0,14.0,1.0,1
23.0,31.0,2.0,2.0,11.0,4.0,15.0,17.0,5.0,0.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,34.0,88.0,2.0,9.0,2.0,3.0,1,1,1.0,1.0,8.0,8.0,14.0,1.0,1
23.0,31.0,2.0,2.0,11.0,4.0,15.0,17.0,5.0,0.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,34.0,88.0,2.0,9.0,2.0,3.0,1,0,1.0,1.0,8.0,8.0,14.0,1.0,1
23.0,31.0,0.0,1.0,7.0,2.0,15.0,17.0,0.0,0.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,47.0,30.0,3.0,13.0,2.0,18.0,1,0,0.0,0.0,4.0,6.0,13.0,0.0,4
23.0,31.0,0.0,2.0,7.0,4.0,12.0,14.0,0.0,0.0,2.0,4.0,21.0,53.0,5.0,4.0,5.0,4.0,47.0,84.0,3.0,13.0,2.0,18.0,0,0,0.0,0.0,5.0,7.0,13.0,0.0,4
23.0,31.0,0.0,2.0,7.0,4.0,15.0,17.0,0.0,0.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,47.0,19.0,3.0,13.0,2.0,18.0,0,0,2.0,0.0,8.0,8.0,14.0,2.0,4
23.0,31.0,0.0,2.0,7.0,4.0,5.0,1.0,0.0,0.0,0.0,4.0,3.0,5.0,5.0,4.0,5.0,1.0,15.0,18.0,3.0,13.0,2.0,18.0,0,0,0.0,0.0,2.0,7.0,14.0,0.0,3
23.0,31.0,3.0,6.0,9.0,3.0,15.0,1.0,0.0,1.0,5.0,4.0,45.0,21.0,5.0,4.0,5.0,2.0,47.0,18.0,3.0,13.0,2.0,18.0,0,0,0.0,0.0,2.0,7.0,14.0,0.0,1
23.0,31.0,3.0,0.0,9.0,5.0,4.0,14.0,0.0,1.0,2.0,3.0,42.0,39.0,5.0,5.0,5.0,5.0,47.0,87.0,3.0,13.0,2.0,18.0,0,0,0.0,0.0,7.0,7.0,13.0,0.0,4
18.0,15.0,1.0,5.0,9.0,2.0,15.0,16.0,8.0,3.0,5.0,4.0,45.0,0.0,6.0,4.0,4.0,2.0,47.0,16.0,3.0,13.0,2.0,18.0,0,0,0.0,0.0,2.0,1.0,14.0,0.0,2
23.0,31.0,3.0,6.0,3.0,6.0,15.0,17.0,4.0,1.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,14.0,14.0,3.0,13.0,2.0,18.0,1,0,0.0,0.0,2.0,7.0,14.0,0.0,4
23.0,31.0,8.0,2.0,5.0,6.0,15.0,17.0,2.0,3.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,31.0,88.0,0.0,13.0,2.0,20.0,0,1,1.0,1.0,8.0,8.0,14.0,1.0,4
23.0,31.0,7.0,2.0,2.0,6.0,15.0,17.0,6.0,3.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,27.0,88.0,1.0,13.0,0.0,19.0,1,1,1.0,1.0,8.0,8.0,14.0,1.0,3
23.0,31.0,7.0,2.0,2.0,6.0,15.0,17.0,6.0,3.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,27.0,88.0,1.0,13.0,0.0,19.0,1,1,1.0,1.0,8.0,8.0,14.0,1.0,3
23.0,31.0,7.0,2.0,10.0,6.0,15.0,17.0,6.0,3.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,27.0,88.0,1.0,13.0,0.0,19.0,1,1,1.0,1.0,8.0,8.0,14.0,1.0,3
23.0,31.0,3.0,2.0,3.0,6.0,15.0,16.0,4.0,3.0,5.0,0.0,45.0,58.0,5.0,4.0,5.0,1.0,47.0,12.0,3.0,13.0,2.0,18.0,0,0,0.0,0.0,6.0,6.0,12.0,0.0,2
23.0,31.0,3.0,7.0,3.0,0.0,15.0,17.0,4.0,3.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,45.0,11.0,3.0,13.0,2.0,18.0,1,0,2.0,2.0,8.0,8.0,14.0,2.0,5
23.0,31.0,2.0,3.0,11.0,6.0,15.0,17.0,5.0,3.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,49.0,88.0,2.0,7.0,2.0,2.0,1,0,1.0,1.0,8.0,8.0,14.0,1.0,3
23.0,31.0,2.0,3.0,11.0,6.0,15.0,17.0,5.0,3.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,49.0,88.0,2.0,3.0,2.0,13.0,1,0,1.0,1.0,8.0,8.0,14.0,1.0,4
23.0,31.0,2.0,2.0,11.0,6.0,15.0,17.0,5.0,3.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,33.0,88.0,2.0,2.0,2.0,19.0,1,0,1.0,1.0,8.0,8.0,14.0,1.0,4
9.0,2.0,5.0,2.0,7.0,6.0,10.0,10.0,4.0,3.0,3.0,1.0,27.0,33.0,3.0,3.0,6.0,3.0,44.0,79.0,3.0,13.0,2.0,20.0,1,1,2.0,2.0,8.0,8.0,14.0,2.0,3
23.0,31.0,2.0,5.0,11.0,5.0,15.0,17.0,5.0,4.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,12.0,88.0,2.0,1.0,2.0,4.0,1,0,1.0,1.0,8.0,8.0,14.0,1.0,5
23.0,31.0,5.0,5.0,7.0,6.0,15.0,17.0,4.0,3.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,47.0,10.0,3.0,13.0,2.0,18.0,0,0,2.0,0.0,8.0,8.0,14.0,2.0,4
18.0,31.0,5.0,5.0,9.0,5.0,15.0,17.0,8.0,2.0,5.0,5.0,45.0,69.0,6.0,6.0,1.0,6.0,47.0,39.0,3.0,13.0,2.0,18.0,1,1,0.0,0.0,4.0,6.0,13.0,0.0,3
23.0,31.0,8.0,5.0,5.0,5.0,15.0,17.0,2.0,2.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,10.0,88.0,0.0,13.0,2.0,18.0,0,0,1.0,1.0,8.0,8.0,14.0,1.0,5
0.0,8.0,5.0,3.0,9.0,4.0,2.0,13.0,8.0,3.0,3.0,1.0,23.0,17.0,4.0,5.0,3.0,3.0,47.0,81.0,3.0,13.0,2.0,18.0,0,0,0.0,0.0,3.0,7.0,11.0,0.0,3
23.0,31.0,5.0,3.0,9.0,4.0,11.0,13.0,8.0,3.0,2.0,4.0,12.0,67.0,5.0,5.0,5.0,5.0,47.0,73.0,3.0,13.0,2.0,18.0,0,0,0.0,0.0,4.0,7.0,14.0,0.0,3
23.0,31.0,2.0,3.0,11.0,4.0,15.0,17.0,5.0,3.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,45.0,88.0,2.0,10.0,2.0,1.0,1,1,1.0,1.0,8.0,8.0,14.0,1.0,5
23.0,31.0,7.0,7.0,5.0,4.0,15.0,17.0,2.0,3.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,9.0,88.0,0.0,13.0,2.0,18.0,0,0,1.0,1.0,8.0,8.0,14.0,1.0,1
23.0,31.0,5.0,3.0,9.0,4.0,15.0,17.0,8.0,3.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,47.0,9.0,3.0,13.0,2.0,20.0,0,0,2.0,0.0,8.0,8.0,14.0,2.0,3
23.0,31.0,2.0,7.0,4.0,4.0,15.0,17.0,1.0,3.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,8.0,88.0,2.0,8.0,2.0,9.0,1,0,1.0,1.0,8.0,8.0,14.0,1.0,5
23.0,31.0,7.0,7.0,5.0,4.0,15.0,17.0,2.0,3.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,7.0,88.0,0.0,13.0,2.0,20.0,0,0,1.0,1.0,8.0,8.0,14.0,1.0,2
23.0,31.0,5.0,7.0,9.0,4.0,9.0,4.0,8.0,3.0,0.0,0.0,16.0,14.0,5.0,3.0,5.0,1.0,47.0,46.0,3.0,13.0,2.0,20.0,0,0,0.0,0.0,4.0,3.0,7.0,0.0,3
23.0,31.0,5.0,7.0,9.0,4.0,15.0,17.0,8.0,3.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,6.0,8.0,3.0,13.0,2.0,20.0,0,0,0.0,0.0,6.0,1.0,0.0,0.0,2
23.0,31.0,5.0,7.0,9.0,4.0,8.0,16.0,8.0,3.0,3.0,1.0,0.0,44.0,5.0,4.0,5.0,3.0,41.0,57.0,3.0,13.0,2.0,20.0,0,0,0.0,0.0,2.0,7.0,14.0,0.0,2
23.0,31.0,5.0,7.0,9.0,4.0,15.0,7.0,8.0,3.0,5.0,1.0,45.0,3.0,5.0,4.0,5.0,5.0,5.0,7.0,3.0,13.0,2.0,20.0,1,0,0.0,2.0,8.0,8.0,13.0,0.0,3
23.0,31.0,5.0,7.0,9.0,4.0,15.0,17.0,8.0,3.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,47.0,6.0,3.0,13.0,2.0,20.0,0,0,0.0,0.0,4.0,7.0,14.0,0.0,1
23.0,31.0,9.0,7.0,11.0,4.0,15.0,17.0,8.0,3.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,47.0,5.0,3.0,13.0,2.0,20.0,0,0,2.0,0.0,8.0,8.0,14.0,2.0,4
23.0,31.0,9.0,7.0,11.0,4.0,15.0,17.0,8.0,3.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,4.0,4.0,3.0,13.0,2.0,20.0,1,0,2.0,2.0,8.0,8.0,14.0,2.0,3
23.0,31.0,5.0,7.0,9.0,4.0,15.0,17.0,8.0,3.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,44.0,3.0,3.0,13.0,2.0,20.0,1,0,2.0,2.0,8.0,8.0,14.0,2.0,3
23.0,31.0,5.0,7.0,9.0,4.0,15.0,17.0,8.0,3.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,14.0,15.0,3.0,13.0,2.0,20.0,1,0,2.0,2.0,8.0,8.0,14.0,2.0,5
23.0,31.0,2.0,7.0,0.0,4.0,15.0,17.0,2.0,3.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,3.0,88.0,0.0,13.0,2.0,20.0,0,1,1.0,1.0,8.0,8.0,14.0,1.0,4
21.0,1.0,5.0,7.0,9.0,4.0,13.0,9.0,8.0,3.0,1.0,1.0,43.0,25.0,4.0,5.0,6.0,4.0,47.0,71.0,3.0,13.0,2.0,20.0,0,1,0.0,0.0,4.0,7.0,13.0,0.0,3
21.0,1.0,5.0,7.0,9.0,4.0,13.0,9.0,8.0,3.0,1.0,1.0,43.0,25.0,4.0,5.0,6.0,4.0,47.0,71.0,3.0,13.0,2.0,20.0,0,1,0.0,0.0,4.0,7.0,13.0,0.0,3
21.0,1.0,5.0,7.0,9.0,4.0,13.0,9.0,8.0,3.0,1.0,1.0,43.0,25.0,4.0,5.0,6.0,4.0,47.0,71.0,3.0,13.0,2.0,20.0,0,1,0.0,0.0,4.0,7.0,13.0,0.0,3
21.0,1.0,5.0,7.0,9.0,4.0,13.0,9.0,8.0,3.0,1.0,1.0,43.0,25.0,4.0,5.0,6.0,4.0,47.0,71.0,3.0,13.0,2.0,20.0,0,1,0.0,0.0,4.0,7.0,13.0,0.0,3
23.0,31.0,5.0,7.0,9.0,4.0,15.0,5.0,8.0,3.0,5.0,3.0,45.0,10.0,5.0,1.0,5.0,5.0,32.0,49.0,3.0,13.0,2.0,20.0,1,0,2.0,2.0,8.0,8.0,14.0,2.0,2
23.0,31.0,2.0,7.0,0.0,4.0,15.0,17.0,2.0,3.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,3.0,88.0,0.0,13.0,2.0,20.0,0,0,1.0,1.0,8.0,8.0,14.0,1.0,2
23.0,31.0,5.0,7.0,9.0,4.0,13.0,8.0,8.0,3.0,4.0,2.0,20.0,41.0,5.0,3.0,5.0,2.0,38.0,59.0,3.0,13.0,2.0,20.0,1,0,0.0,2.0,8.0,8.0,14.0,0.0,4
23.0,31.0,5.0,7.0,9.0,4.0,14.0,13.0,8.0,3.0,0.0,0.0,1.0,1.0,5.0,4.0,5.0,3.0,47.0,50.0,3.0,13.0,2.0,20.0,0,0,0.0,0.0,4.0,6.0,13.0,0.0,5
10.0,6.0,5.0,6.0,7.0,4.0,6.0,8.0,4.0,4.0,0.0,4.0,19.0,19.0,6.0,4.0,3.0,4.0,47.0,77.0,3.0,13.0,2.0,20.0,0,1,0.0,0.0,4.0,6.0,13.0,0.0,3
23.0,31.0,5.0,6.0,7.0,4.0,15.0,17.0,4.0,4.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,47.0,2.0,3.0,13.0,2.0,20.0,0,0,2.0,0.0,8.0,8.0,14.0,2.0,3
23.0,31.0,5.0,6.0,7.0,4.0,15.0,17.0,4.0,4.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,43.0,1.0,3.0,13.0,2.0,20.0,1,0,0.0,2.0,8.0,7.0,14.0,0.0,1
23.0,31.0,5.0,6.0,7.0,4.0,15.0,17.0,4.0,4.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,47.0,0.0,3.0,13.0,2.0,20.0,0,0,2.0,0.0,8.0,8.0,14.0,2.0,1
1.0,31.0,5.0,6.0,7.0,4.0,15.0,17.0,4.0,4.0,5.0,5.0,45.0,69.0,6.0,6.0,1.0,6.0,47.0,2.0,3.0,13.0,2.0,20.0,0,0,2.0,0.0,8.0,8.0,14.0,2.0,3
14.0,31.0,6.0,4.0,11.0,6.0,15.0,17.0,4.0,3.0,5.0,5.0,45.0,69.0,4.0,6.0,4.0,6.0,47.0,52.0,3.0,13.0,2.0,20.0,0,1,2.0,0.0,8.0,8.0,14.0,2.0,4
23.0,31.0,6.0,4.0,11.0,6.0,15.0,17.0,4.0,3.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,48.0,28.0,3.0,13.0,2.0,20.0,1,0,2.0,2.0,8.0,8.0,14.0,2.0,1
0.0,30.0,5.0,6.0,12.0,7.0,4.0,9.0,4.0,4.0,0.0,1.0,43.0,22.0,4.0,4.0,3.0,1.0,47.0,71.0,3.0,13.0,2.0,20.0,0,1,0.0,0.0,4.0,7.0,13.0,0.0,5
0.0,30.0,5.0,6.0,12.0,7.0,4.0,9.0,4.0,4.0,0.0,1.0,43.0,22.0,4.0,4.0,3.0,1.0,47.0,71.0,3.0,13.0,2.0,20.0,0,1,0.0,0.0,4.0,7.0,13.0,0.0,3
23.0,31.0,2.0,6.0,8.0,7.0,15.0,17.0,5.0,4.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,34.0,88.0,2.0,9.0,2.0,0.0,1,0,1.0,1.0,8.0,8.0,14.0,1.0,1
23.0,31.0,2.0,6.0,8.0,7.0,15.0,17.0,5.0,4.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,45.0,88.0,2.0,0.0,2.0,20.0,1,0,1.0,1.0,8.0,8.0,14.0,1.0,2
4.0,1.0,5.0,6.0,12.0,7.0,11.0,12.0,4.0,4.0,2.0,3.0,1.0,4.0,4.0,5.0,4.0,5.0,47.0,54.0,3.0,13.0,2.0,20.0,0,1,0.0,0.0,4.0,6.0,13.0,0.0,2
4.0,12.0,5.0,6.0,12.0,7.0,11.0,12.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,5.0,4.0,2.0,42.0,68.0,3.0,13.0,2.0,20.0,1,1,0.0,0.0,2.0,6.0,13.0,0.0,2
4.0,1.0,5.0,6.0,12.0,7.0,11.0,12.0,4.0,4.0,2.0,3.0,1.0,4.0,4.0,5.0,4.0,5.0,47.0,54.0,3.0,13.0,2.0,20.0,0,1,0.0,0.0,4.0,6.0,13.0,0.0,2
4.0,12.0,3.0,6.0,12.0,7.0,11.0,12.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,5.0,4.0,2.0,42.0,68.0,3.0,13.0,2.0,20.0,1,1,0.0,0.0,2.0,6.0,13.0,0.0,2
10.0,27.0,3.0,6.0,12.0,7.0,4.0,9.0,4.0,4.0,0.0,1.0,43.0,22.0,4.0,4.0,3.0,1.0,47.0,71.0,3.0,13.0,2.0,20.0,0,1,0.0,0.0,4.0,7.0,13.0,0.0,3
23.0,31.0,3.0,6.0,12.0,7.0,14.0,10.0,4.0,4.0,0.0,1.0,39.0,9.0,5.0,5.0,5.0,1.0,2.0,23.0,3.0,13.0,2.0,20.0,1,0,0.0,2.0,8.0,5.0,14.0,0.0,4
23.0,31.0,6.0,4.0,7.0,4.0,1.0,11.0,4.0,4.0,0.0,3.0,3.0,26.0,5.0,5.0,5.0,1.0,47.0,54.0,3.0,13.0,2.0,20.0,0,0,0.0,0.0,4.0,6.0,13.0,0.0,2
23.0,31.0,6.0,4.0,7.0,4.0,15.0,17.0,4.0,4.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,33.0,46.0,3.0,13.0,2.0,20.0,0,0,0.0,0.0,4.0,3.0,7.0,0.0,1
23.0,31.0,6.0,4.0,7.0,4.0,4.0,13.0,4.0,4.0,0.0,0.0,2.0,2.0,5.0,5.0,5.0,1.0,47.0,50.0,3.0,13.0,2.0,20.0,0,0,0.0,0.0,4.0,6.0,13.0,0.0,5
23.0,31.0,4.0,4.0,6.0,4.0,15.0,17.0,3.0,4.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,1.0,88.0,0.0,13.0,2.0,20.0,0,1,1.0,1.0,8.0,8.0,14.0,1.0,5
23.0,31.0,4.0,4.0,6.0,4.0,15.0,17.0,3.0,4.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,36.0,88.0,0.0,13.0,2.0,20.0,0,1,1.0,1.0,8.0,8.0,14.0,1.0,3
23.0,31.0,4.0,4.0,6.0,4.0,15.0,17.0,3.0,4.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,0.0,88.0,0.0,13.0,2.0,20.0,0,0,1.0,1.0,8.0,8.0,14.0,1.0,1
23.0,31.0,4.0,4.0,6.0,4.0,15.0,17.0,3.0,4.0,5.0,5.0,45.0,69.0,5.0,6.0,5.0,6.0,1.0,88.0,0.0,13.0,2.0,20.0,0,0,1.0,1.0,8.0,8.0,14.0,1.0,3
