state,account length,area code,phone number,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,number customer service calls,target
36.0,93.0,415.0,4799.0,0,1,32.0,116.9,120.0,19.87,232.4,97.0,19.75,127.7,112.0,5.75,11.0,9.0,2.97,0.0,0
29.0,123.0,415.0,153.0,0,0,0.0,150.0,98.0,25.5,89.8,95.0,7.63,326.0,91.0,14.67,11.1,3.0,3.0,3.0,0
8.0,99.0,415.0,4687.0,0,0,0.0,254.4,120.0,43.25,159.3,92.0,13.54,264.4,94.0,11.9,6.0,5.0,1.62,1.0,0
22.0,61.0,415.0,1151.0,0,1,33.0,270.7,53.0,46.02,200.7,116.0,17.06,201.7,102.0,9.08,10.9,3.0,2.94,3.0,0
14.0,71.0,415.0,3669.0,0,0,0.0,207.0,112.0,35.19,173.8,96.0,14.77,178.4,61.0,8.03,12.1,3.0,3.27,1.0,0
14.0,148.0,408.0,3572.0,0,1,25.0,230.7,102.0,39.22,233.8,109.0,19.87,215.8,90.0,9.71,13.5,2.0,3.65,3.0,0
47.0,141.0,415.0,3884.0,0,0,0.0,151.5,104.0,25.76,242.2,114.0,20.59,304.2,109.0,13.69,10.8,2.0,2.92,1.0,0
32.0,56.0,408.0,253.0,0,0,0.0,146.1,57.0,24.84,196.2,97.0,16.68,310.1,110.0,13.95,9.2,3.0,2.48,0.0,0
45.0,43.0,408.0,3132.0,0,1,35.0,200.2,105.0,34.03,244.4,88.0,20.77,207.2,97.0,9.32,11.6,4.0,3.13,3.0,0
6.0,135.0,415.0,3234.0,1,0,0.0,186.0,107.0,31.62,66.0,94.0,5.61,213.1,105.0,9.59,12.9,4.0,3.48,1.0,0
1.0,106.0,415.0,1141.0,0,0,0.0,212.9,110.0,36.19,187.0,69.0,15.9,128.1,71.0,5.76,6.3,3.0,1.7,3.0,0
49.0,106.0,510.0,1064.0,0,0,0.0,194.8,133.0,33.12,213.4,73.0,18.14,190.8,92.0,8.59,11.5,7.0,3.11,0.0,0
24.0,83.0,415.0,2765.0,0,1,30.0,272.5,105.0,46.33,253.0,83.0,21.51,180.8,123.0,8.14,8.7,6.0,2.35,3.0,0
28.0,110.0,415.0,574.0,0,0,0.0,135.1,109.0,22.97,205.2,99.0,17.44,166.3,119.0,7.48,11.7,4.0,3.16,1.0,0
2.0,153.0,408.0,630.0,0,0,0.0,154.6,56.0,26.28,263.0,84.0,22.36,367.7,89.0,16.55,15.5,2.0,4.19,1.0,0
10.0,109.0,510.0,64.0,0,1,35.0,230.5,116.0,39.19,265.8,130.0,22.59,269.7,69.0,12.14,10.6,6.0,2.86,5.0,0
9.0,31.0,510.0,3921.0,0,0,0.0,165.4,84.0,28.12,203.7,107.0,17.31,201.7,65.0,9.08,8.2,1.0,2.21,1.0,0
3.0,124.0,415.0,1722.0,0,0,0.0,253.5,104.0,43.1,117.9,123.0,10.02,248.5,104.0,11.18,14.0,2.0,3.78,0.0,0
34.0,82.0,415.0,1546.0,0,0,0.0,167.1,77.0,28.41,131.8,79.0,11.2,187.4,98.0,8.43,9.4,1.0,2.54,6.0,1
1.0,137.0,415.0,1191.0,0,0,0.0,104.7,115.0,17.8,249.8,144.0,21.23,192.3,99.0,8.65,8.9,2.0,2.4,1.0,0
15.0,69.0,510.0,1071.0,0,0,0.0,135.4,101.0,23.02,238.1,124.0,20.24,195.6,102.0,8.8,10.6,2.0,2.86,1.0,0
15.0,46.0,415.0,2166.0,0,1,34.0,191.4,102.0,32.54,361.8,96.0,30.75,147.5,132.0,6.64,7.2,2.0,1.94,1.0,0
9.0,103.0,415.0,2768.0,0,0,0.0,158.7,90.0,26.98,198.4,117.0,16.86,181.1,76.0,8.15,10.5,4.0,2.84,1.0,0
32.0,16.0,510.0,2116.0,0,0,0.0,144.8,84.0,24.62,164.9,141.0,14.02,231.5,75.0,10.42,8.2,4.0,2.21,2.0,0
1.0,119.0,415.0,4050.0,0,0,0.0,98.8,97.0,16.8,146.9,68.0,12.49,190.7,105.0,8.58,10.0,4.0,2.7,3.0,0
23.0,124.0,510.0,2297.0,1,0,0.0,157.8,71.0,26.83,203.2,114.0,17.27,168.7,82.0,7.59,10.0,2.0,2.7,3.0,1
20.0,139.0,415.0,414.0,0,0,0.0,181.6,119.0,30.87,335.7,118.0,28.53,149.8,64.0,6.74,8.3,6.0,2.24,4.0,0
16.0,67.0,510.0,2027.0,0,0,0.0,129.0,78.0,21.93,188.0,116.0,15.98,235.0,102.0,10.58,11.2,3.0,3.02,2.0,0
49.0,84.0,408.0,1423.0,0,0,0.0,86.0,83.0,14.62,260.7,86.0,22.16,98.6,109.0,4.44,8.9,4.0,2.4,1.0,0
13.0,101.0,510.0,4153.0,0,1,17.0,193.9,71.0,32.96,189.8,81.0,16.13,196.3,97.0,8.83,12.6,7.0,3.4,0.0,0
18.0,40.0,510.0,2115.0,0,0,0.0,109.4,107.0,18.6,244.7,102.0,20.8,276.9,123.0,12.46,7.1,7.0,1.92,0.0,0
22.0,61.0,415.0,802.0,0,0,0.0,188.9,105.0,32.11,153.6,116.0,13.06,213.3,106.0,9.6,10.2,2.0,2.75,2.0,0
4.0,95.0,415.0,721.0,0,0,0.0,183.4,98.0,31.18,281.3,95.0,23.91,105.2,113.0,4.73,8.2,8.0,2.21,1.0,0
9.0,98.0,408.0,4694.0,0,0,0.0,288.1,101.0,48.98,137.9,93.0,11.72,206.5,88.0,9.29,0.0,0.0,0.0,0.0,0
18.0,114.0,415.0,1559.0,0,0,0.0,169.2,96.0,28.76,149.9,83.0,12.74,196.9,119.0,8.86,4.6,4.0,1.24,2.0,0
1.0,149.0,415.0,1100.0,0,1,20.0,264.4,102.0,44.95,219.6,123.0,18.67,200.4,89.0,9.02,11.3,3.0,3.05,2.0,0
6.0,22.0,408.0,930.0,0,0,0.0,207.7,116.0,35.31,210.6,99.0,17.9,238.2,88.0,10.72,9.6,5.0,2.59,0.0,0
43.0,152.0,415.0,4975.0,0,0,0.0,141.5,102.0,24.06,263.0,94.0,22.36,207.1,113.0,9.32,3.4,4.0,0.92,2.0,0
45.0,118.0,408.0,4022.0,0,0,0.0,154.8,71.0,26.32,244.0,73.0,20.74,159.6,81.0,7.18,12.8,4.0,3.46,0.0,0
24.0,101.0,415.0,4769.0,1,0,0.0,133.5,51.0,22.7,219.6,96.0,18.67,210.0,74.0,9.45,11.7,4.0,3.16,1.0,0
26.0,102.0,408.0,3743.0,0,0,0.0,273.2,85.0,46.44,211.1,82.0,17.94,203.7,129.0,9.17,13.1,7.0,3.54,2.0,1
28.0,118.0,408.0,4846.0,0,0,0.0,224.6,94.0,38.18,225.9,120.0,19.2,269.0,105.0,12.11,12.5,8.0,3.38,2.0,0
9.0,105.0,415.0,1621.0,0,0,0.0,273.8,97.0,46.55,289.7,106.0,24.62,269.1,126.0,12.11,5.8,3.0,1.57,2.0,1
17.0,71.0,415.0,4585.0,0,0,0.0,104.0,92.0,17.68,197.0,125.0,16.75,110.1,123.0,4.95,14.6,8.0,3.94,0.0,0
20.0,71.0,415.0,3062.0,0,1,31.0,115.4,90.0,19.62,217.4,78.0,18.48,239.9,102.0,10.8,13.1,4.0,3.54,1.0,0
15.0,68.0,415.0,3102.0,0,0,0.0,222.1,107.0,37.76,199.4,102.0,16.95,162.4,107.0,7.31,9.4,3.0,2.54,2.0,0
28.0,101.0,415.0,3529.0,0,0,0.0,217.7,118.0,37.01,231.7,128.0,19.69,185.3,128.0,8.34,0.0,0.0,0.0,3.0,0
46.0,116.0,415.0,4270.0,0,0,0.0,129.4,84.0,22.0,157.3,89.0,13.37,215.5,77.0,9.7,13.3,3.0,3.59,0.0,0
6.0,54.0,415.0,3123.0,0,1,33.0,161.8,73.0,27.51,273.0,58.0,23.21,153.9,76.0,6.93,13.7,4.0,3.7,0.0,0
25.0,122.0,408.0,3948.0,0,1,45.0,147.8,85.0,25.13,147.4,93.0,12.53,203.5,110.0,9.16,14.0,5.0,3.78,1.0,0
0.0,74.0,415.0,481.0,0,0,0.0,262.3,114.0,44.59,198.9,96.0,16.91,165.9,90.0,7.47,6.6,5.0,1.78,3.0,0
34.0,112.0,415.0,3319.0,0,0,0.0,174.3,123.0,29.63,140.2,124.0,11.92,215.4,89.0,9.69,9.0,6.0,2.43,4.0,1
14.0,100.0,415.0,4904.0,0,0,0.0,191.9,95.0,32.62,200.9,101.0,17.08,271.9,74.0,12.24,18.2,3.0,4.91,1.0,0
35.0,114.0,415.0,2184.0,0,0,0.0,187.8,109.0,31.93,154.6,97.0,13.14,213.9,102.0,9.63,10.1,3.0,2.73,2.0,0
39.0,83.0,510.0,1571.0,0,0,0.0,259.7,106.0,44.15,152.7,116.0,12.98,224.7,92.0,10.11,10.2,2.0,2.75,0.0,0
50.0,157.0,415.0,1126.0,1,0,0.0,180.4,123.0,30.67,194.0,98.0,16.49,227.3,88.0,10.23,8.4,5.0,2.27,0.0,0
37.0,51.0,510.0,3478.0,0,0,0.0,51.8,107.0,8.81,230.2,104.0,19.57,227.5,118.0,10.24,10.4,4.0,2.81,2.0,0
33.0,42.0,415.0,1308.0,0,0,0.0,303.9,106.0,51.66,232.2,54.0,19.74,147.1,76.0,6.62,5.8,3.0,1.57,1.0,1
28.0,101.0,415.0,1934.0,0,1,36.0,123.7,125.0,21.03,172.6,106.0,14.67,280.5,127.0,12.62,8.8,4.0,2.38,1.0,1
37.0,112.0,510.0,3610.0,0,0,0.0,206.2,122.0,35.05,164.5,94.0,13.98,140.3,101.0,6.31,12.6,7.0,3.4,3.0,0
28.0,56.0,510.0,2954.0,0,0,0.0,164.3,92.0,27.93,233.7,107.0,19.86,187.3,104.0,8.43,11.8,1.0,3.19,2.0,0
31.0,53.0,408.0,4689.0,0,0,0.0,228.6,117.0,38.86,132.8,123.0,11.29,227.2,124.0,10.22,10.1,2.0,2.73,9.0,1
49.0,64.0,415.0,1576.0,0,1,22.0,200.4,80.0,34.07,131.1,84.0,11.14,230.7,67.0,10.38,7.6,5.0,2.05,1.0,0
13.0,68.0,510.0,4009.0,0,1,30.0,122.9,93.0,20.89,233.5,91.0,19.85,199.5,144.0,8.98,9.6,2.0,2.59,2.0,0
32.0,132.0,408.0,4082.0,0,0,0.0,214.6,78.0,36.48,251.7,98.0,21.39,240.8,88.0,10.84,13.9,2.0,3.75,0.0,0
6.0,120.0,408.0,873.0,1,0,0.0,202.0,123.0,34.34,184.3,78.0,15.67,176.0,89.0,7.92,7.4,2.0,2.0,2.0,1
40.0,130.0,415.0,3596.0,0,0,0.0,212.8,102.0,36.18,189.8,137.0,16.13,170.1,105.0,7.65,10.6,4.0,2.86,0.0,1
34.0,122.0,510.0,3643.0,0,0,0.0,145.6,102.0,24.75,284.7,111.0,24.2,228.2,91.0,10.27,12.2,5.0,3.29,0.0,0
50.0,90.0,510.0,3837.0,0,0,0.0,125.4,158.0,21.32,269.1,83.0,22.87,238.6,103.0,10.74,11.0,7.0,2.97,1.0,0
29.0,139.0,415.0,995.0,0,1,25.0,138.3,96.0,23.51,80.6,79.0,6.85,163.7,83.0,7.37,8.3,8.0,2.24,0.0,0
5.0,128.0,510.0,4373.0,0,0,0.0,199.3,86.0,33.88,194.8,102.0,16.56,298.2,82.0,13.42,14.3,2.0,3.86,4.0,0
50.0,127.0,510.0,1541.0,1,0,0.0,247.5,99.0,42.08,108.5,118.0,9.22,232.0,72.0,10.44,10.6,3.0,2.86,2.0,0
20.0,107.0,415.0,1029.0,0,0,0.0,294.9,71.0,50.13,192.8,78.0,16.39,148.1,87.0,6.66,13.2,5.0,3.56,1.0,1
36.0,177.0,408.0,329.0,0,0,0.0,175.4,99.0,29.82,155.3,83.0,13.2,179.4,86.0,8.07,11.5,3.0,3.11,1.0,0
41.0,121.0,415.0,3372.0,0,0,0.0,179.4,70.0,30.5,143.0,93.0,12.16,116.3,113.0,5.23,11.2,5.0,3.02,1.0,0
40.0,99.0,510.0,3858.0,1,1,39.0,126.8,94.0,21.56,293.6,115.0,24.96,174.1,91.0,7.83,8.4,4.0,2.27,0.0,0
34.0,126.0,415.0,1327.0,1,0,0.0,239.7,87.0,40.75,281.7,92.0,23.94,183.5,113.0,8.26,11.4,1.0,3.08,1.0,1
34.0,77.0,415.0,3201.0,0,1,33.0,143.0,101.0,24.31,212.2,102.0,18.04,104.9,120.0,4.72,15.3,4.0,4.13,5.0,1
49.0,21.0,415.0,248.0,0,0,0.0,91.9,109.0,15.62,198.4,111.0,16.86,171.7,125.0,7.73,13.0,7.0,3.51,2.0,0
13.0,92.0,415.0,296.0,0,1,29.0,201.3,130.0,34.22,203.7,115.0,17.31,129.9,113.0,5.85,6.4,6.0,1.73,1.0,1
8.0,183.0,415.0,2979.0,0,1,8.0,86.5,119.0,14.71,285.2,97.0,24.24,180.4,133.0,8.12,8.7,2.0,2.35,2.0,0
5.0,90.0,408.0,2290.0,0,0,0.0,109.9,102.0,18.68,220.8,114.0,18.77,104.0,133.0,4.68,10.9,6.0,2.94,0.0,0
48.0,165.0,408.0,1740.0,0,0,0.0,156.0,88.0,26.52,276.1,81.0,23.47,175.9,94.0,7.92,9.3,5.0,2.51,1.0,0
48.0,89.0,415.0,2383.0,0,0,0.0,326.3,112.0,55.47,165.1,110.0,14.03,162.9,97.0,7.33,7.5,1.0,2.03,1.0,1
31.0,59.0,510.0,1342.0,0,0,0.0,195.0,58.0,33.15,198.5,88.0,16.87,304.3,110.0,13.69,14.8,9.0,4.0,0.0,0
14.0,16.0,415.0,766.0,1,0,0.0,110.0,91.0,18.7,147.3,75.0,12.52,190.5,73.0,8.57,6.4,7.0,1.73,0.0,0
7.0,114.0,415.0,1428.0,0,0,0.0,147.1,119.0,25.01,161.0,111.0,13.69,275.9,106.0,12.42,9.0,3.0,2.43,5.0,1
12.0,113.0,510.0,442.0,0,0,0.0,156.0,141.0,26.52,256.8,72.0,21.83,175.3,123.0,7.89,11.9,5.0,3.21,2.0,0
10.0,120.0,408.0,4332.0,0,0,0.0,98.2,99.0,16.69,186.7,85.0,15.87,146.7,96.0,6.6,9.3,4.0,2.51,2.0,0
4.0,37.0,510.0,60.0,0,0,0.0,239.9,120.0,40.78,261.6,88.0,22.24,207.1,88.0,9.32,8.9,4.0,2.4,2.0,1
23.0,100.0,415.0,3741.0,1,0,0.0,159.9,94.0,27.18,179.9,95.0,15.29,154.4,102.0,6.95,11.6,2.0,3.13,2.0,1
5.0,132.0,415.0,2727.0,0,0,0.0,197.8,66.0,33.63,133.9,119.0,11.38,177.3,94.0,7.98,10.9,3.0,2.94,4.0,1
40.0,1.0,408.0,449.0,0,0,0.0,123.8,113.0,21.05,236.2,77.0,20.08,73.2,81.0,3.29,3.7,2.0,1.0,0.0,0
26.0,97.0,415.0,4690.0,0,1,15.0,117.6,97.0,19.99,196.3,126.0,16.69,157.4,113.0,7.08,6.4,3.0,1.73,1.0,0
17.0,55.0,415.0,947.0,0,1,28.0,105.3,82.0,17.9,197.4,109.0,16.78,187.5,91.0,8.44,8.6,6.0,2.32,2.0,0
49.0,75.0,415.0,4130.0,0,0,0.0,111.7,121.0,18.99,237.3,119.0,20.17,253.5,110.0,11.41,13.1,6.0,3.54,1.0,0
13.0,83.0,415.0,1189.0,0,0,0.0,159.3,104.0,27.08,202.3,98.0,17.2,229.0,73.0,10.31,9.5,3.0,2.57,2.0,0
23.0,40.0,510.0,1204.0,0,0,0.0,81.7,123.0,13.89,210.2,108.0,17.87,212.0,64.0,9.54,11.3,3.0,3.05,6.0,1
41.0,183.0,415.0,2328.0,0,1,31.0,171.2,104.0,29.1,193.6,74.0,16.46,196.5,85.0,8.84,10.2,4.0,2.75,1.0,0
38.0,75.0,510.0,1398.0,0,0,0.0,109.0,88.0,18.53,259.3,120.0,22.04,182.1,119.0,8.19,13.3,3.0,3.59,4.0,1
17.0,80.0,415.0,136.0,0,0,0.0,220.0,114.0,37.4,207.7,76.0,17.65,168.4,137.0,7.58,12.1,3.0,3.27,2.0,0
13.0,88.0,415.0,2977.0,0,0,0.0,55.6,65.0,9.45,242.7,121.0,20.63,176.3,134.0,7.93,11.3,4.0,3.05,0.0,0
34.0,112.0,415.0,4054.0,0,1,23.0,286.6,79.0,48.72,315.3,102.0,26.8,193.9,101.0,8.73,10.3,6.0,2.78,1.0,0
4.0,105.0,415.0,4351.0,0,1,31.0,109.6,108.0,18.63,249.3,119.0,21.19,321.2,101.0,14.45,8.3,4.0,2.24,4.0,1
13.0,92.0,415.0,3485.0,0,0,0.0,197.2,113.0,33.52,242.3,116.0,20.6,192.0,76.0,8.64,11.0,5.0,2.97,2.0,0
50.0,177.0,415.0,2782.0,0,0,0.0,175.7,120.0,29.87,168.6,90.0,14.33,198.9,110.0,8.95,14.6,4.0,3.94,1.0,0
32.0,118.0,510.0,3546.0,0,0,0.0,205.2,115.0,34.88,184.8,137.0,15.71,176.1,115.0,7.92,7.0,6.0,1.89,0.0,0
13.0,82.0,510.0,4110.0,0,1,34.0,232.6,121.0,39.54,153.2,115.0,13.02,286.7,77.0,12.9,4.7,3.0,1.27,3.0,0
27.0,74.0,415.0,92.0,0,0,0.0,102.7,89.0,17.46,149.3,100.0,12.69,188.1,114.0,8.46,11.0,5.0,2.97,0.0,0
43.0,121.0,415.0,4299.0,0,1,31.0,263.1,70.0,44.73,279.3,118.0,23.74,127.1,143.0,5.72,9.7,4.0,2.62,5.0,0
10.0,131.0,408.0,2787.0,0,0,0.0,197.0,79.0,33.49,201.0,114.0,17.09,151.2,111.0,6.8,11.6,5.0,3.13,1.0,0
1.0,125.0,408.0,2981.0,0,0,0.0,169.3,90.0,28.78,156.0,138.0,13.26,210.8,106.0,9.49,11.6,6.0,3.13,2.0,0
21.0,19.0,415.0,4042.0,0,0,0.0,201.5,123.0,34.26,129.2,110.0,10.98,220.6,98.0,9.93,12.9,4.0,3.48,1.0,0
45.0,138.0,415.0,1702.0,0,0,0.0,251.0,119.0,42.67,91.2,96.0,7.75,142.2,87.0,6.4,13.8,3.0,3.73,3.0,0
34.0,137.0,510.0,600.0,0,0,0.0,109.8,120.0,18.67,230.5,86.0,19.59,255.8,103.0,11.51,11.9,6.0,3.21,1.0,0
11.0,134.0,415.0,808.0,0,1,38.0,214.4,93.0,36.45,211.7,57.0,17.99,165.0,79.0,7.43,10.0,8.0,2.7,1.0,0
42.0,129.0,408.0,1300.0,0,0,0.0,101.4,145.0,17.24,249.1,116.0,21.17,157.6,107.0,7.09,7.1,6.0,1.92,1.0,0
46.0,142.0,415.0,2639.0,0,0,0.0,232.5,74.0,39.53,181.8,142.0,15.45,203.1,86.0,9.14,10.4,6.0,2.81,4.0,0
20.0,130.0,415.0,1963.0,0,1,45.0,174.5,120.0,29.67,217.5,95.0,18.49,220.3,67.0,9.91,12.2,2.0,3.29,1.0,0
18.0,163.0,408.0,2294.0,0,1,23.0,224.0,126.0,38.08,233.5,89.0,19.85,293.9,104.0,13.23,8.8,4.0,2.38,1.0,0
11.0,105.0,415.0,2913.0,0,0,0.0,211.1,99.0,35.89,176.7,66.0,15.02,221.5,96.0,9.97,14.7,7.0,3.97,4.0,0
9.0,119.0,415.0,959.0,0,0,0.0,109.2,96.0,18.56,153.1,80.0,13.01,240.0,102.0,10.8,9.8,5.0,2.65,2.0,0
50.0,78.0,408.0,2945.0,0,0,0.0,220.0,95.0,37.4,179.9,121.0,15.29,188.2,109.0,8.47,11.5,5.0,3.11,0.0,0
29.0,92.0,415.0,3050.0,0,0,0.0,181.4,98.0,30.84,164.5,98.0,13.98,171.0,110.0,7.69,10.9,4.0,2.94,2.0,0
50.0,146.0,415.0,1517.0,0,1,11.0,180.7,82.0,30.72,173.7,90.0,14.76,231.5,89.0,10.42,10.1,4.0,2.73,2.0,0
37.0,125.0,408.0,2671.0,0,1,32.0,96.5,109.0,16.41,145.8,109.0,12.39,174.4,82.0,7.85,9.4,2.0,2.54,1.0,0
20.0,83.0,408.0,4038.0,0,1,38.0,107.9,90.0,18.34,140.4,94.0,11.93,253.6,79.0,11.41,10.5,2.0,2.84,0.0,0
42.0,3.0,510.0,4226.0,1,0,0.0,161.0,96.0,27.37,244.9,82.0,20.82,180.8,103.0,8.14,7.7,6.0,2.08,1.0,0
47.0,48.0,510.0,29.0,0,0,0.0,149.2,146.0,25.36,161.9,109.0,13.76,197.9,109.0,8.91,8.3,2.0,2.24,3.0,0
25.0,189.0,415.0,4447.0,0,0,0.0,227.8,124.0,38.73,169.5,112.0,14.41,201.1,91.0,9.05,5.6,4.0,1.51,3.0,0
35.0,95.0,415.0,106.0,0,1,23.0,160.3,87.0,27.25,202.4,101.0,17.2,191.1,122.0,8.6,7.4,3.0,2.0,0.0,0
15.0,129.0,415.0,4630.0,0,0,0.0,137.8,120.0,23.43,225.8,110.0,19.19,145.2,95.0,6.53,10.2,6.0,2.75,1.0,1
43.0,80.0,510.0,2946.0,0,1,22.0,196.4,115.0,33.39,150.3,109.0,12.78,176.2,75.0,7.93,9.3,1.0,2.51,0.0,0
49.0,84.0,408.0,2169.0,0,0,0.0,146.8,133.0,24.96,171.7,73.0,14.59,234.5,69.0,10.55,9.9,3.0,2.67,1.0,0
19.0,96.0,415.0,1712.0,0,0,0.0,173.9,111.0,29.56,287.4,105.0,24.43,204.8,91.0,9.22,9.1,7.0,2.46,1.0,0
42.0,123.0,415.0,4624.0,0,1,34.0,305.2,80.0,51.88,156.5,109.0,13.3,280.0,81.0,12.6,13.2,7.0,3.56,1.0,0
13.0,116.0,510.0,4596.0,1,1,29.0,162.3,91.0,27.59,279.3,79.0,23.74,192.7,131.0,8.67,11.7,2.0,3.16,3.0,1
8.0,105.0,415.0,1182.0,1,0,0.0,150.0,106.0,25.5,293.8,123.0,24.97,250.7,65.0,11.28,10.3,7.0,2.78,3.0,0
45.0,80.0,415.0,2925.0,0,0,0.0,197.5,114.0,33.58,206.9,119.0,17.59,163.6,109.0,7.36,11.3,4.0,3.05,1.0,0
26.0,157.0,408.0,4736.0,0,0,0.0,240.2,67.0,40.83,153.0,98.0,13.01,249.0,72.0,11.21,10.2,6.0,2.75,2.0,0
13.0,67.0,510.0,495.0,0,1,30.0,186.2,117.0,31.65,286.7,76.0,24.37,164.3,113.0,7.39,12.9,3.0,3.48,2.0,0
15.0,141.0,415.0,1445.0,0,1,39.0,116.9,127.0,19.87,276.5,88.0,23.5,289.9,125.0,13.05,12.3,2.0,3.32,0.0,0
20.0,79.0,415.0,1637.0,0,1,17.0,236.7,95.0,40.24,263.5,56.0,22.4,259.6,107.0,11.68,12.0,4.0,3.24,1.0,0
25.0,76.0,408.0,2162.0,0,0,0.0,173.2,93.0,29.44,131.2,80.0,11.15,170.9,104.0,7.69,5.4,3.0,1.46,0.0,0
47.0,111.0,510.0,4236.0,0,0,0.0,152.2,114.0,25.87,137.2,102.0,11.66,185.9,97.0,8.37,9.8,3.0,2.65,0.0,0
35.0,94.0,415.0,3436.0,0,0,0.0,181.3,135.0,30.82,182.4,108.0,15.5,180.6,103.0,8.13,6.7,2.0,1.81,0.0,0
39.0,143.0,408.0,231.0,0,0,0.0,167.8,72.0,28.53,211.0,99.0,17.94,153.5,109.0,6.91,10.5,6.0,2.84,4.0,1
2.0,109.0,510.0,2440.0,0,0,0.0,175.4,125.0,29.82,250.7,87.0,21.31,289.3,74.0,13.02,9.8,9.0,2.65,1.0,0
3.0,138.0,415.0,235.0,0,0,0.0,87.6,112.0,14.89,266.9,107.0,22.69,214.6,104.0,9.66,9.8,10.0,2.65,2.0,0
17.0,21.0,415.0,4473.0,0,0,0.0,92.6,95.0,15.74,161.9,70.0,13.76,285.0,78.0,12.83,11.3,3.0,3.05,5.0,1
1.0,148.0,415.0,3430.0,0,1,21.0,262.9,135.0,44.69,149.5,96.0,12.71,140.5,109.0,6.32,8.1,4.0,2.19,1.0,0
29.0,103.0,408.0,1024.0,0,0,0.0,160.8,91.0,27.34,155.8,82.0,13.24,254.3,103.0,11.44,8.5,3.0,2.3,1.0,0
23.0,79.0,408.0,2893.0,0,1,32.0,50.6,62.0,8.6,201.4,87.0,17.12,146.8,121.0,6.61,4.2,4.0,1.13,2.0,0
33.0,89.0,415.0,1329.0,0,0,0.0,134.9,59.0,22.93,156.0,152.0,13.26,197.5,112.0,8.89,10.2,5.0,2.75,1.0,0
4.0,120.0,415.0,2484.0,0,0,0.0,252.1,110.0,42.86,226.1,103.0,19.22,155.6,83.0,7.0,13.8,3.0,3.73,1.0,0
44.0,121.0,415.0,517.0,0,1,41.0,215.5,95.0,36.64,241.8,92.0,20.55,147.0,108.0,6.61,9.6,3.0,2.59,1.0,0
14.0,101.0,415.0,804.0,0,0,0.0,124.8,66.0,21.22,257.2,85.0,21.86,193.2,115.0,8.69,13.4,4.0,3.62,0.0,0
15.0,168.0,415.0,2934.0,0,0,0.0,183.2,131.0,31.14,179.2,73.0,15.23,292.8,100.0,13.18,9.9,5.0,2.67,2.0,0
32.0,90.0,415.0,1044.0,0,0,0.0,167.5,96.0,28.48,139.1,104.0,11.82,138.4,87.0,6.23,13.0,1.0,3.51,1.0,0
25.0,70.0,510.0,2558.0,0,0,0.0,147.1,105.0,25.01,200.0,135.0,17.0,234.9,65.0,10.57,12.5,9.0,3.38,3.0,0
46.0,138.0,415.0,1418.0,0,0,0.0,230.1,107.0,39.12,212.0,120.0,18.02,174.9,119.0,7.87,13.2,4.0,3.56,1.0,0
44.0,117.0,510.0,724.0,0,1,20.0,205.7,98.0,34.97,136.1,107.0,11.57,159.4,147.0,7.17,8.7,3.0,2.35,2.0,0
17.0,108.0,408.0,2529.0,0,0,0.0,73.8,105.0,12.55,143.4,114.0,12.19,170.2,98.0,7.66,10.9,3.0,2.94,2.0,0
45.0,118.0,408.0,4967.0,0,0,0.0,189.3,119.0,32.18,233.5,112.0,19.85,270.9,104.0,12.19,10.0,1.0,2.7,2.0,0
35.0,169.0,408.0,3868.0,0,0,0.0,147.2,115.0,25.02,161.9,123.0,13.76,142.1,103.0,6.39,7.2,6.0,1.94,3.0,0
3.0,62.0,408.0,2257.0,0,1,42.0,137.3,95.0,23.34,184.2,94.0,15.66,231.4,70.0,10.41,10.2,3.0,2.75,0.0,0
34.0,86.0,510.0,3112.0,0,0,0.0,70.7,125.0,12.02,211.0,113.0,17.94,174.6,107.0,7.86,0.0,0.0,0.0,2.0,0
45.0,44.0,408.0,1539.0,0,0,0.0,204.6,117.0,34.78,205.2,94.0,17.44,164.6,84.0,7.41,10.7,5.0,2.89,0.0,0
20.0,111.0,510.0,2354.0,0,0,0.0,123.1,88.0,20.93,213.9,84.0,18.18,184.9,88.0,8.32,12.0,2.0,3.24,5.0,1
19.0,127.0,510.0,456.0,0,1,19.0,129.7,115.0,22.05,160.8,101.0,13.67,265.0,63.0,11.93,12.2,3.0,3.29,2.0,0
14.0,151.0,415.0,1043.0,1,0,0.0,198.7,70.0,33.78,209.5,106.0,17.81,281.9,126.0,12.69,12.4,4.0,3.35,0.0,0
18.0,53.0,415.0,2255.0,0,0,0.0,145.1,116.0,24.67,233.7,82.0,19.86,208.7,95.0,9.39,7.9,5.0,2.13,2.0,0
24.0,15.0,415.0,4779.0,0,0,0.0,135.2,101.0,22.98,152.5,79.0,12.96,224.8,83.0,10.12,8.4,5.0,2.27,2.0,0
7.0,123.0,408.0,3122.0,0,1,28.0,124.7,105.0,21.2,250.4,78.0,21.28,216.4,128.0,9.74,7.8,8.0,2.11,1.0,0
38.0,137.0,415.0,1965.0,0,0,0.0,215.9,76.0,36.7,145.4,118.0,12.36,186.9,129.0,8.41,12.1,4.0,3.27,1.0,0
42.0,106.0,415.0,2079.0,0,0,0.0,119.2,142.0,20.26,228.4,139.0,19.41,197.9,61.0,8.91,8.4,9.0,2.27,2.0,0
